,dataset,bb,distance,method
50,fake,RF,0.640296173489362,concon
51,fake,RF,0.8704638463397216,concon
52,fake,RF,0.84226695652931,concon
53,fake,RF,0.5633057675181654,concon
54,fake,RF,0.9180528937028496,concon
55,fake,RF,0.7075018683055166,concon
56,fake,RF,0.8511932311482596,concon
57,fake,RF,0.9499253933763624,concon
58,fake,RF,0.8975917668199456,concon
59,fake,RF,0.5895456672278885,concon
60,fake,RF,0.5754359385065283,concon
61,fake,RF,0.9017120798851072,concon
62,fake,RF,0.7016060164025324,concon
63,fake,RF,0.8446953474009147,concon
64,fake,RF,0.8583268369496084,concon
65,fake,RF,0.9195626571386896,concon
66,fake,RF,0.8798157543150428,concon
67,fake,RF,0.865524354519305,concon
68,fake,RF,0.9223176697362704,concon
69,fake,RF,0.8858986716372161,concon
70,fake,RF,0.6584119739999339,concon
71,fake,RF,0.7677814737273911,concon
72,fake,RF,0.8610221428038771,concon
73,fake,RF,0.912643199600075,concon
74,fake,RF,0.8072488497416643,concon
0,polarity,DNN,0.8659924472901309,concon
1,polarity,DNN,0.8138380005975898,concon
2,polarity,DNN,0.9157892648463788,concon
3,polarity,DNN,0.9700894127351568,concon
4,polarity,DNN,0.9679891729960322,concon
5,polarity,DNN,0.5898329879553217,concon
6,polarity,DNN,0.9370605063854954,concon
7,polarity,DNN,0.8240256965850037,concon
8,polarity,DNN,0.9465076563805443,concon
9,polarity,DNN,0.7940378706929171,concon
10,polarity,DNN,0.9172383094929722,concon
11,polarity,DNN,0.8495728976420498,concon
12,polarity,DNN,0.9736737437439296,concon
13,polarity,DNN,0.8603178198588779,concon
14,polarity,DNN,0.8040605143614371,concon
15,polarity,DNN,0.7030124792877339,concon
16,polarity,DNN,0.9635017928222168,concon
17,polarity,DNN,0.6138527785968264,concon
18,polarity,DNN,0.9488465759979896,concon
19,polarity,DNN,0.9000424193642692,concon
20,polarity,DNN,0.8799160835152042,concon
21,polarity,DNN,0.9610723395506792,concon
22,polarity,DNN,0.942876353785668,concon
23,polarity,DNN,0.9561406849879228,concon
24,polarity,DNN,0.7842083143111038,concon
25,polarity,DNN,0.9733103445376268,concon
26,polarity,DNN,0.8300219002489649,concon
27,polarity,DNN,0.924987988879915,concon
28,polarity,DNN,0.8511922929886018,concon
29,polarity,DNN,0.9338351229078364,concon
30,polarity,DNN,0.7318680192088657,concon
31,polarity,DNN,0.4193837002881561,concon
32,polarity,DNN,0.6399928310536958,concon
33,polarity,DNN,0.8960194418449555,concon
34,polarity,DNN,0.7710671327633316,concon
35,polarity,DNN,0.9538880339493768,concon
36,polarity,DNN,0.7076838565925969,concon
37,polarity,DNN,0.9261707303662574,concon
38,polarity,DNN,0.973492066558802,concon
39,polarity,DNN,0.8651110390191784,concon
40,polarity,DNN,0.9503592443175648,concon
41,polarity,DNN,0.7738086566453242,concon
42,polarity,DNN,0.9438062437052108,concon
43,polarity,DNN,0.8394846820304569,concon
44,polarity,DNN,0.8241664566472098,concon
45,polarity,DNN,0.9673669487372416,concon
46,polarity,DNN,0.919946108249052,concon
47,polarity,DNN,0.911299344155864,concon
48,polarity,DNN,0.9594898695520272,concon
49,polarity,DNN,0.8697667016224241,concon
50,polarity,DNN,0.9379009463081984,concon
51,polarity,DNN,0.9427629527996496,concon
52,polarity,DNN,0.8859038439294087,concon
53,polarity,DNN,0.7984527450038941,concon
54,polarity,DNN,0.7987975582916105,concon
55,polarity,DNN,0.961285171413902,concon
56,polarity,DNN,0.9606421750144714,concon
57,polarity,DNN,0.9200652921534882,concon
58,polarity,DNN,0.8748379994174537,concon
59,polarity,DNN,0.555662139690493,concon
60,polarity,DNN,0.9707856132837492,concon
61,polarity,DNN,0.9053305722925348,concon
62,polarity,DNN,0.8577477287117352,concon
63,polarity,DNN,0.9495329540349576,concon
64,polarity,DNN,0.9015615832127498,concon
65,polarity,DNN,0.9677106041627412,concon
66,polarity,DNN,0.9622203562975514,concon
67,polarity,DNN,0.9609360719384988,concon
68,polarity,DNN,0.6521204113134627,concon
69,polarity,DNN,0.8703571405631347,concon
70,polarity,DNN,0.9499246268194472,concon
71,polarity,DNN,0.9317248386903508,concon
72,polarity,DNN,0.6825660392536509,concon
73,polarity,DNN,0.8722908461288945,concon
74,polarity,DNN,0.914471770118318,concon
0,polarity,RF,0.5605035245269534,concon
1,polarity,RF,0.7813331361983655,concon
2,polarity,RF,0.7103186234219048,concon
3,polarity,RF,0.8845045548992397,concon
4,polarity,RF,0.9312965448399264,concon
5,polarity,RF,0.8358094503540506,concon
6,polarity,RF,0.9416548915136448,concon
7,polarity,RF,0.5612614395537066,concon
8,polarity,RF,0.9453264665656096,concon
9,polarity,RF,0.8175916523707579,concon
10,polarity,RF,0.9061281569299992,concon
11,polarity,RF,0.8945884168669946,concon
12,polarity,RF,0.9657347888517896,concon
13,polarity,RF,0.9277870936993018,concon
14,polarity,RF,0.7151533897677477,concon
15,polarity,RF,0.8328494103343059,concon
16,polarity,RF,0.9564482992986492,concon
17,polarity,RF,0.6364917109177224,concon
18,polarity,RF,0.8752431038434721,concon
19,polarity,RF,0.8981765222923983,concon
20,polarity,RF,0.957780712392549,concon
21,polarity,RF,0.8904436572859199,concon
22,polarity,RF,0.9607883007492196,concon
23,polarity,RF,0.9459731888154932,concon
24,polarity,RF,0.5512931410106007,concon
25,polarity,RF,0.9649117177952924,concon
26,polarity,RF,0.9269028973182104,concon
27,polarity,RF,0.9465585108015232,concon
28,polarity,RF,0.8998297076259287,concon
29,polarity,RF,0.935460829161292,concon
30,polarity,RF,0.4117775822613003,concon
31,polarity,RF,0.3787241743699773,concon
32,polarity,RF,0.8389884260323395,concon
33,polarity,RF,0.6009327638475181,concon
34,polarity,RF,0.9524064921820372,concon
35,polarity,RF,0.667101401078573,concon
36,polarity,RF,0.9328554464567071,concon
37,polarity,RF,0.9670490557963152,concon
38,polarity,RF,0.79466779750616,concon
39,polarity,RF,0.9464139066670628,concon
40,polarity,RF,0.9380294962125476,concon
41,polarity,RF,0.9744284902919144,concon
42,polarity,RF,0.8939672475736721,concon
43,polarity,RF,0.9340530310923624,concon
44,polarity,RF,0.9724134748457844,concon
45,polarity,RF,0.9374418579131166,concon
46,polarity,RF,0.9424570558710136,concon
47,polarity,RF,0.959952448083276,concon
48,polarity,RF,0.901297566639954,concon
49,polarity,RF,0.9465160876634616,concon
50,polarity,RF,0.9365415986169712,concon
51,polarity,RF,0.9227186761292556,concon
52,polarity,RF,0.3986295359043987,concon
53,polarity,RF,0.6334068123348447,concon
54,polarity,RF,0.870548844423437,concon
55,polarity,RF,0.959721867768764,concon
56,polarity,RF,0.9548895135676764,concon
57,polarity,RF,0.5116141212301082,concon
58,polarity,RF,0.5550887008562714,concon
59,polarity,RF,0.954123953806835,concon
60,polarity,RF,0.9674588251389974,concon
61,polarity,RF,0.9563619206617804,concon
62,polarity,RF,0.9652064295332348,concon
63,polarity,RF,0.3614220911456858,concon
64,polarity,RF,0.9600873057554552,concon
65,polarity,RF,0.9520348898995912,concon
66,polarity,RF,0.9667518073326904,concon
67,polarity,RF,0.9018805539720705,concon
68,polarity,RF,0.9646347080094758,concon
69,polarity,RF,0.6567375988776794,concon
70,polarity,RF,0.7760558379607336,concon
71,polarity,RF,0.5863437300395561,concon
72,polarity,RF,0.9496151369635644,concon
73,polarity,RF,0.936737650106188,concon
74,polarity,RF,0.9528054776619248,concon
0,spam,DNN,0.61122265885758,concon
1,spam,DNN,0.4798368993454396,concon
2,spam,DNN,0.6470776195409871,concon
3,spam,DNN,0.3353812606905238,concon
4,spam,DNN,0.5142459198684017,concon
5,spam,DNN,0.4753174189371539,concon
6,spam,DNN,0.7337072498331912,concon
7,spam,DNN,0.4053196676625729,concon
8,spam,DNN,0.3709418982127621,concon
9,spam,DNN,0.4420274530303156,concon
10,spam,DNN,0.4383625807818411,concon
11,spam,DNN,0.7117334936075372,concon
12,spam,DNN,0.3866697853746596,concon
13,spam,DNN,0.6251521488331933,concon
14,spam,DNN,0.4930606413627109,concon
15,spam,DNN,0.7059796281384123,concon
16,spam,DNN,0.6329709238402671,concon
17,spam,DNN,0.7264428526026024,concon
18,spam,DNN,0.5286290113766176,concon
19,spam,DNN,0.8476645488733847,concon
20,spam,DNN,0.6236960901909296,concon
21,spam,DNN,0.6986869499794759,concon
22,spam,DNN,0.7159214120644057,concon
23,spam,DNN,0.6042030787440774,concon
24,spam,DNN,0.889936028363749,concon
25,spam,DNN,0.8167672862474106,concon
26,spam,DNN,0.5799415097218064,concon
27,spam,DNN,0.4600853051295243,concon
28,spam,DNN,0.6259893277485956,concon
29,spam,DNN,0.667238581376479,concon
30,spam,DNN,0.4333729282722079,concon
31,spam,DNN,0.5049488260458438,concon
32,spam,DNN,0.4414784904616403,concon
33,spam,DNN,0.7190294864323534,concon
34,spam,DNN,0.7378359232694313,concon
35,spam,DNN,0.6309400797142894,concon
36,spam,DNN,0.3516284629395516,concon
37,spam,DNN,0.5647180797456236,concon
38,spam,DNN,0.7034972047072037,concon
39,spam,DNN,0.6269229232933546,concon
40,spam,DNN,0.6067479094985928,concon
41,spam,DNN,0.5479248557189906,concon
42,spam,DNN,0.4209957583507204,concon
43,spam,DNN,0.5075650530656307,concon
44,spam,DNN,0.4490102060535738,concon
45,spam,DNN,0.5603625463646378,concon
46,spam,DNN,0.5519228319601297,concon
47,spam,DNN,0.9164784548199106,concon
48,spam,DNN,0.5444694044038079,concon
49,spam,DNN,0.6078666882315524,concon
50,spam,DNN,0.5689831311414297,concon
51,spam,DNN,0.4379722143017934,concon
52,spam,DNN,0.6224886589067331,concon
53,spam,DNN,0.959047509242406,concon
54,spam,DNN,0.5629312777431419,concon
55,spam,DNN,0.4648414549550195,concon
56,spam,DNN,0.7043693194303813,concon
57,spam,DNN,0.6794926968777727,concon
58,spam,DNN,0.6265562648343544,concon
59,spam,DNN,0.6454853858398624,concon
60,spam,DNN,0.7742092123290595,concon
61,spam,DNN,0.7841712281085967,concon
62,spam,DNN,0.4111975564295179,concon
63,spam,DNN,0.4663940947287529,concon
64,spam,DNN,0.5098013926267012,concon
65,spam,DNN,0.501044778578483,concon
66,spam,DNN,0.7416681149763135,concon
67,spam,DNN,0.4758208581840096,concon
68,spam,DNN,0.926301677285182,concon
69,spam,DNN,0.3444568036014441,concon
70,spam,DNN,0.295971719908794,concon
71,spam,DNN,0.8019861673426455,concon
72,spam,DNN,0.6149565491729534,concon
73,spam,DNN,0.8924712428791757,concon
74,spam,DNN,0.6471250692697391,concon
0,spam,RF,0.8923084742092321,concon
1,spam,RF,0.8433744473069229,concon
2,spam,RF,0.8404618273987822,concon
3,spam,RF,0.9636363277450888,concon
4,spam,RF,0.692975675712151,concon
5,spam,RF,0.8952196558287374,concon
6,spam,RF,0.9146473553597578,concon
7,spam,RF,0.7926442282800533,concon
8,spam,RF,0.9334927308444654,concon
9,spam,RF,0.9027592437341114,concon
10,spam,RF,0.9351422725067262,concon
11,spam,RF,0.9251286524311488,concon
12,spam,RF,0.8998302634124888,concon
13,spam,RF,0.8296307344018661,concon
14,spam,RF,0.8867607616242292,concon
15,spam,RF,0.7722278554331979,concon
16,spam,RF,0.8441967317562596,concon
17,spam,RF,0.7861411717215283,concon
18,spam,RF,0.6923617532566408,concon
19,spam,RF,0.7967180473197369,concon
20,spam,RF,0.9397666062810116,concon
21,spam,RF,0.8700393474150067,concon
22,spam,RF,0.9054848451741332,concon
23,spam,RF,0.7592877947646212,concon
24,spam,RF,0.8228786344909722,concon
25,spam,RF,0.8702820185800881,concon
26,spam,RF,0.9285763351756976,concon
27,spam,RF,0.884653488947358,concon
28,spam,RF,0.7690984908499624,concon
29,spam,RF,0.9477217505001472,concon
30,spam,RF,0.8916783376751619,concon
31,spam,RF,0.8942349635826222,concon
32,spam,RF,0.952234908423222,concon
33,spam,RF,0.7696673516673103,concon
34,spam,RF,0.8615667896574946,concon
35,spam,RF,0.8041420553179147,concon
36,spam,RF,0.9369981778383656,concon
37,spam,RF,0.8842642759118299,concon
38,spam,RF,0.7850163949296451,concon
39,spam,RF,0.8940133808386872,concon
40,spam,RF,0.725234821050978,concon
41,spam,RF,0.8647941577254473,concon
42,spam,RF,0.7559717742558736,concon
43,spam,RF,0.8042761146746056,concon
44,spam,RF,0.8834727320173561,concon
45,spam,RF,0.7861542643200539,concon
46,spam,RF,0.7003186834933518,concon
47,spam,RF,0.8973778286868225,concon
48,spam,RF,0.6614420917167094,concon
49,spam,RF,0.8207815130447974,concon
50,spam,RF,0.8658638518076085,concon
51,spam,RF,0.749481909134887,concon
52,spam,RF,0.7787691123656386,concon
53,spam,RF,0.8688335137999588,concon
54,spam,RF,0.8781426652593829,concon
55,spam,RF,0.8874059905343648,concon
56,spam,RF,0.8051749997869017,concon
57,spam,RF,0.8260728673371952,concon
58,spam,RF,0.8593882971875191,concon
59,spam,RF,0.8438808787940418,concon
60,spam,RF,0.8553373196070867,concon
61,spam,RF,0.8997303594978805,concon
62,spam,RF,0.8692594680213638,concon
63,spam,RF,0.8840716417558341,concon
64,spam,RF,0.845205491941198,concon
65,spam,RF,0.8524055897437055,concon
66,spam,RF,0.8247981168946982,concon
67,spam,RF,0.8791373165388217,concon
68,spam,RF,0.8416092110822436,concon
69,spam,RF,0.9172912266707935,concon
70,spam,RF,0.8982156896467636,concon
71,spam,RF,0.863389267652995,concon
72,spam,RF,0.8708703051795477,concon
73,spam,RF,0.7967868403276972,concon
74,spam,RF,0.9613738692163444,concon
